"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
368,"Gone Trouble","A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse",2006,1,7,"2.99",84,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'charact':5 'conquer':17 'cow':10 'forens':13 'gone':1 'insight':4 'mad':9 'manhattan':23 'must':16 'penthous':24 'psychologist':14 'shark':20 'studi':6 'troubl':2"
370,"Gorgeous Bingo","A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory",2006,1,4,"2.99",108,"26.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':22 'bingo':2 'car':14 'display':7 'factori':23 'gorgeous':1 'must':16 'overcom':17 'pack':6 'sumo':10 'waitress':19 'wrestler':11"
372,"Graceland Dynamite","A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans",2006,1,5,"4.99",140,"26.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'administr':17 'cat':8 'databas':16 'display':5 'dynamit':2 'girl':11 'graceland':1 'must':13 'new':19 'orlean':20 'overcom':14 'taut':4"
379,"Greedy Roots","A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies",2006,1,7,"0.99",166,"14.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'butler':12 'canadian':20 'chase':15 'greedi':1 'hunter':17 'must':14 'reflect':5 'rocki':21 'root':2 'shark':9"
381,"Grinch Massage","A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station",2006,1,7,"4.99",150,"25.99","R","2013-05-26 14:50:58.951","{Trailers}","'display':5 'feminist':11 'first':19 'grinch':1 'intrepid':4 'madman':8 'man':20 'massag':2 'must':13 'pioneer':16 'pursu':14 'space':21 'station':22"
384,"Grosse Wonderful","A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia",2006,1,5,"4.99",49,"19.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'australia':18 'cat':8 'drama':5 'epic':4 'explor':11 'gross':1 'moos':16 'must':13 'redeem':14 'wonder':2"
390,"Guys Falcon","A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat",2006,1,4,"4.99",84,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'boat':21 'bore':4 'falcon':2 'feminist':11 'guy':1 'must':13 'redeem':14 'squirrel':16 'stori':5 'u':20 'u-boat':19 'woman':8"
394,"Hamlet Wisdom","A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback",2006,1,7,"2.99",146,"21.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'hamlet':1 'man':8,11 'must':13 'outback':19 'reflect':5 'robot':16 'sink':14 'touch':4 'wisdom':2"
395,"Handicap Boondock","A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia",2006,1,4,"0.99",108,"28.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'beauti':4 'boondock':2 'display':5 'georgia':20 'handicap':1 'must':13 'pioneer':8 'soviet':19 'squirrel':11 'sumo':16 'vanquish':14 'wrestler':17"
400,"Hardly Robbers","A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin",2006,1,7,"2.99",72,"15.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'berlin':19 'car':12 'charact':5 'emot':4 'hard':1 'hunter':9 'kill':15 'must':14 'robber':2 'studi':6 'woman':17"
406,"Haunting Pianist","A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park",2006,1,5,"0.99",181,"22.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':22 'administr':11 'amus':23 'compos':14 'databas':10 'defeat':17 'fast':5 'fast-pac':4 'haunt':1 'must':16 'pace':6 'park':24 'pianist':2 'squirrel':19 'stori':7"
408,"Head Stranger","A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico",2006,1,4,"4.99",69,"28.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'confront':14 'crocodil':11 'dog':16 'gulf':19 'head':1 'hunter':8 'mexico':21 'must':13 'saga':5 'stranger':2 'thought':4"
415,"High Encino","A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia",2006,1,3,"2.99",84,"23.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'australia':19 'encino':2 'fate':4 'high':1 'hunter':11 'must':13 'outrac':14 'saga':5 'sumo':16 'waitress':8 'wrestler':17"
416,"Highball Potter","A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert",2006,1,6,"0.99",110,"10.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'action':5 'action-pack':4 'administr':19 'databas':18 'desert':23 'dog':13 'highbal':1 'husband':10 'must':15 'pack':6 'potter':2 'redeem':16 'saga':7 'sahara':22"
424,"Holocaust Highball","A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia",2006,1,6,"0.99",149,"12.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'awe':5 'awe-inspir':4 'compos':10 'find':16 'georgia':21 'highbal':2 'holocaust':1 'inspir':6 'man':13 'must':15 'robot':18 'soviet':20 'yarn':7"
425,"Holy Tadpole","A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory",2006,1,6,"0.99",88,"20.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':21 'display':7 'dog':18 'factori':22 'feminist':10 'holi':1 'must':15 'pack':6 'pioneer':13 'pursu':16 'tadpol':2"
426,"Home Pity","A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention",2006,1,7,"4.99",185,"15.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'agent':12 'challeng':15 'convent':21 'home':1 'man':8 'must':14 'mysql':20 'panorama':5 'piti':2 'secret':11 'teacher':17 'touch':4"
427,"Homeward Cider","A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse",2006,1,5,"0.99",103,"19.99","R","2013-05-26 14:50:58.951","{Trailers}","'astronaut':8 'cider':2 'fight':14 'homeward':1 'manhattan':19 'must':13 'penthous':20 'reflect':5 'squirrel':11,16 'taut':4"
429,"Honey Ties","A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank",2006,1,3,"0.99",84,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'crocodil':11 'honey':1 'lumberjack':16 'must':13 'outrac':14 'shark':19 'stori':5 'tank':20 'taut':4 'tie':2 'waitress':8"
434,"Horror Reign","A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria",2006,1,3,"0.99",139,"25.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'build':15 'car':12 'documentari':5 'horror':1 'husband':17 'must':14 'nigeria':19 'reign':2 'shark':9 'touch':4"
437,"House Dynamite","A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia",2006,1,7,"2.99",109,"13.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'battl':14 'dynamit':2 'georgia':19 'hous':1 'must':13 'pioneer':8 'soviet':18 'squirrel':11 'stori':5 'student':16 'taut':4"
447,"Ice Crossing","A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse",2006,1,5,"2.99",131,"28.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'butler':10 'cross':2 'fast':5 'fast-pac':4 'ice':1 'manhattan':21 'moos':13 'must':15 'overcom':16 'pace':6 'penthous':22 'pioneer':18 'tale':7"
452,"Illusion Amelie","A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft",2006,1,4,"0.99",122,"15.99","R","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':20 'ameli':2 'boat':8 'emot':4 'epistl':5 'illus':1 'mad':11 'mine':21 'must':14 'outrac':15 'robot':17 'scientist':12 'shaft':22"
465,"Interview Liaisons","A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse",2006,1,4,"4.99",59,"17.99","R","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'administr':19 'butler':13 'databas':18 'discov':16 'interview':1 'liaison':2 'manhattan':22 'must':15 'pack':6 'penthous':23 'reflect':7 'student':10"
470,"Ishtar Rocketeer","A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House",2006,1,4,"4.99",79,"24.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':19 'astound':4 'conquer':14 'dog':8,16 'fun':20 'hous':21 'ishtar':1 'must':13 'rocket':2 'saga':5 'squirrel':11"
480,"Jeepers Wedding","A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia",2006,1,3,"2.99",84,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astound':4 'chef':17 'compos':8 'display':5 'dog':11 'georgia':20 'jeeper':1 'kill':14 'must':13 'pastri':16 'soviet':19 'wed':2"
482,"Jeopardy Encino","A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India",2006,1,3,"0.99",102,"12.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':19 'bore':4 'cow':12 'encino':2 'explor':17 'face':15 'india':20 'jeopardi':1 'mad':11 'man':8 'must':14 'panorama':5"
486,"Jet Neighbors","A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat",2006,1,7,"4.99",59,"14.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'boat':21 'display':5 'jet':1 'lumberjack':8 'must':13 'neighbor':2 'outrac':14 'teacher':11 'u':20 'u-boat':19 'woman':16"
493,"Kane Exorcist","A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin",2006,1,5,"0.99",92,"18.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'berlin':18 'car':16 'compos':8 'documentari':5 'epic':4 'exorcist':2 'kane':1 'must':13 'overcom':14 'robot':11"
498,"Killer Innocent","A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft",2006,1,7,"2.99",161,"11.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':20 'charact':5 'compos':17 'explor':12 'fanci':4 'innoc':2 'killer':1 'mine':21 'must':14 'shaft':22 'student':9 'studi':6 'succumb':15"
501,"Kissing Dolls","A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station",2006,1,3,"4.99",141,"9.99","R","2013-05-26 14:50:58.951","{Trailers}","'build':14 'compos':16 'doll':2 'first':19 'insight':4 'kiss':1 'man':20 'must':13 'pioneer':8 'reflect':5 'space':21 'station':22 'teacher':11"
503,"Kramer Chocolate","A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback",2006,1,3,"2.99",171,"24.99","R","2013-05-26 14:50:58.951","{Trailers}","'amaz':4 'chef':12 'chocol':2 'kramer':1 'mad':17 'must':14 'outback':21 'pastri':11 'redeem':15 'robot':8 'scientist':18 'yarn':5"
523,"Lights Deer","A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico",2006,1,7,"0.99",174,"21.99","R","2013-05-26 14:50:58.951","{Commentaries}","'confront':14 'deer':2 'dog':8 'epistl':5 'gulf':19 'light':1 'mexico':21 'moos':16 'must':13 'unbeliev':4 'woman':11"
525,"Loathing Legally","A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico",2006,1,4,"0.99",140,"29.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'bore':4 'epistl':5 'escap':15 'frisbe':17 'gulf':20 'legal':2 'loath':1 'mad':11 'mexico':22 'must':14 'pioneer':8 'scientist':12"
526,"Lock Rear","A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan",2006,1,7,"2.99",120,"10.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':20 'charact':5 'japan':21 'lock':1 'must':15 'outrac':16 'rear':2 'squirrel':9 'student':18 'studi':6 'technic':12 'thought':4 'writer':13"
531,"Lose Inch","A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station",2006,1,3,"0.99",137,"18.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'battl':15 'butler':17 'first':20 'inch':2 'lose':1 'man':21 'must':14 'reflect':5 'space':22 'station':23 'student':8 'stun':4 'technic':11 'writer':12"
535,"Love Suicides","A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House",2006,1,6,"0.99",181,"21.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':19 'brilliant':4 'dentist':16 'explor':11 'fun':20 'hous':21 'hunter':8 'love':1 'must':13 'panorama':5 'pursu':14 'suicid':2"
543,"Madigan Dorado","A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback",2006,1,5,"4.99",116,"20.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'charact':5 'crocodil':19 'discov':17 'dorado':2 'madigan':1 'must':16 'outback':22 'shark':10,14 'studi':6"
544,"Madison Trap","A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat",2006,1,4,"2.99",147,"11.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':23 'dentist':13 'inspir':6 'madison':1 'monkey':10 'must':15 'overcom':16 'pioneer':18 'reflect':7 'trap':2 'u':22 'u-boat':21"
548,"Magnificent Chitty","A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California",2006,1,3,"2.99",53,"27.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'california':19 'chitti':2 'cow':17 'face':14 'hunter':11 'insight':4 'mad':16 'magnific':1 'must':13 'stori':5 'teacher':8"
563,"Massacre Usual","A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California",2006,1,6,"4.99",165,"16.99","R","2013-05-26 14:50:58.951","{Commentaries}","'california':19 'challeng':14 'crocodil':11 'fate':4 'forens':16 'massacr':1 'must':13 'psychologist':17 'reflect':5 'usual':2 'waitress':8"
566,"Maude Mod","A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria",2006,1,6,"0.99",72,"20.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'astronaut':17 'beauti':4 'cat':12 'documentari':5 'forens':8 'maud':1 'mod':2 'must':14 'nigeria':19 'psychologist':9 'reach':15"
599,"Mother Oleander","A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China",2006,1,3,"0.99",103,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':18 'bore':4 'boy':11 'china':19 'fight':14 'husband':8 'mother':1 'must':13 'oleand':2 'squirrel':16 'tale':5"
610,"Music Boondock","A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station",2006,1,7,"0.99",129,"17.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':11 'battl':14 'boondock':2 'butler':8 'explor':16 'first':19 'man':20 'music':1 'must':13 'space':21 'station':22 'tale':5 'thrill':4"
619,"Neighbors Charade","A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park",2006,1,3,"0.99",161,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':19 'amus':20 'astronaut':11 'charad':2 'crocodil':8 'fanci':4 'feminist':16 'must':13 'neighbor':1 'outrac':14 'park':21 'reflect':5"
640,"Opus Ice","A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert",2006,1,5,"4.99",102,"21.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'boy':13 'desert':22 'discov':16 'drama':7 'fast':5 'fast-pac':4 'feminist':18 'hunter':10 'ice':2 'must':15 'opus':1 'pace':6 'sahara':21"
643,"Orient Closer","A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert",2006,1,3,"2.99",118,"22.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'astound':4 'closer':2 'desert':21 'epistl':5 'fight':15 'must':14 'orient':1 'sahara':20 'squirrel':17 'teacher':12 'technic':8 'writer':9"
649,"Oz Liaisons","A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory",2006,1,4,"2.99",85,"14.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':12 'confront':15 'epic':4 'factori':21 'liaison':2 'mad':8 'must':14 'oz':1 'scientist':9 'woman':17 'yarn':5"
652,"Pajama Jawbreaker","A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California",2006,1,3,"0.99",126,"14.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'boy':8 'california':20 'drama':5 'emot':4 'jawbreak':2 'must':14 'pajama':1 'redeem':15 'sumo':17 'technic':11 'wrestler':18 'writer':12"
686,"Pluto Oleander","A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank",2006,1,5,"4.99",84,"9.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'action':5 'action-pack':4 'car':10,18 'moos':13 'must':15 'oleand':2 'outgun':16 'pack':6 'pluto':1 'reflect':7 'shark':21 'tank':22"
700,"Prix Undefeated","A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China",2006,1,4,"2.99",115,"13.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':19 'boat':12 'china':20 'dentist':17 'mad':8 'must':14 'overcom':15 'prix':1 'saga':5 'scientist':9 'stun':4 'undef':2"
705,"Purple Movie","A Boring Display of a Pastry Chef And a Sumo Wrestler who must Discover a Frisbee in An Abandoned Amusement Park",2006,1,4,"2.99",88,"9.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'abandon':21 'amus':22 'bore':4 'chef':9 'discov':16 'display':5 'frisbe':18 'movi':2 'must':15 'park':23 'pastri':8 'purpl':1 'sumo':12 'wrestler':13"
707,"Quest Mussolini","A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory",2006,1,5,"2.99",177,"29.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':21 'battl':15 'chef':18 'drama':5 'factori':22 'fate':4 'husband':8 'mussolini':2 'must':14 'pastri':17 'quest':1 'sumo':11 'wrestler':12"
708,"Quills Bull","A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia",2006,1,4,"4.99",112,"19.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'australia':18 'bull':2 'moos':16 'must':13 'pioneer':8 'quill':1 'reach':14 'stori':5 'thought':4 'woman':11"
710,"Rage Games","A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park",2006,1,4,"4.99",120,"18.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':22 'agent':14 'amus':23 'astronaut':10 'escap':17 'fast':5 'fast-pac':4 'game':2 'hunter':19 'must':16 'pace':6 'park':24 'rage':1 'saga':7 'secret':13"
711,"Raging Airplane","A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat",2006,1,4,"4.99",154,"18.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'agent':9 'airplan':2 'astound':4 'boat':23 'display':5 'escap':16 'jet':22 'mad':18 'must':15 'rage':1 'scientist':19 'secret':8 'technic':12 'writer':13"
724,"Remember Diary","A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India",2006,1,5,"2.99",110,"15.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':19 'conquer':15 'diari':2 'india':20 'insight':4 'monkey':17 'must':14 'rememb':1 'tale':5 'technic':8 'waitress':12 'writer':9"
725,"Requiem Tycoon","A Unbelieveable Character Study of a Cat And a Database Administrator who must Pursue a Teacher in A Monastery",2006,1,6,"4.99",167,"25.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':13 'cat':9 'charact':5 'databas':12 'monasteri':21 'must':15 'pursu':16 'requiem':1 'studi':6 'teacher':18 'tycoon':2 'unbeliev':4"
728,"Reunion Witches","A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory",2006,1,3,"0.99",63,"26.99","R","2013-05-26 14:50:58.951","{Commentaries}","'administr':9 'baloon':21 'databas':8 'documentari':5 'factori':22 'frisbe':12 'mad':17 'must':14 'redeem':15 'reunion':1 'scientist':18 'unbeliev':4 'witch':2"
734,"Road Roxanne","A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan",2006,1,4,"4.99",158,"12.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':19 'astronaut':12 'bore':4 'charact':5 'crocodil':17 'fight':15 'japan':20 'must':14 'road':1 'roxann':2 'studi':6 'waitress':9"
736,"Robbery Bright","A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan",2006,1,4,"0.99",134,"21.99","R","2013-05-26 14:50:58.951","{Trailers}","'ancient':18 'boat':16 'bright':2 'fight':14 'japan':19 'must':13 'reflect':5 'robberi':1 'robot':8 'squirrel':11 'taut':4"
742,"Roof Champion","A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon",2006,1,7,"0.99",101,"25.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'baloon':19 'car':8 'champion':2 'explor':11 'find':14 'lacklustur':4 'monkey':16 'must':13 'reflect':5 'roof':1"
747,"Roxanne Rebel","A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback",2006,1,5,"0.99",171,"9.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':13 'astound':4 'chef':9 'databas':12 'fight':16 'man':18 'must':15 'outback':21 'pastri':8 'rebel':2 'roxann':1 'stori':5"
749,"Rules Human","A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House",2006,1,6,"4.99",153,"19.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'abandon':19 'astronaut':8 'beauti':4 'confront':14 'epistl':5 'fun':20 'hous':21 'human':2 'monkey':16 'must':13 'rule':1 'student':11"
750,"Run Pacific","A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention",2006,1,3,"0.99",145,"25.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'cat':8 'chef':12,18 'conquer':15 'convent':22 'must':14 'mysql':21 'pacif':2 'pastri':11,17 'run':1 'tale':5 'touch':4"
759,"Salute Apollo","A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China",2006,1,4,"2.99",73,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':21 'apollo':2 'awe':5 'awe-inspir':4 'boy':11 'charact':7 'china':22 'crocodil':19 'feminist':14 'inspir':6 'must':16 'salut':1 'sink':17 'studi':8"
765,"Saturn Name","A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin",2006,1,7,"4.99",182,"18.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'berlin':18 'boy':11 'butler':8 'epistl':5 'fate':4 'must':13 'name':2 'redeem':14 'saturn':1 'teacher':16"
779,"Sense Greek","A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House",2006,1,4,"4.99",54,"23.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'abandon':21 'chef':12 'escap':15 'fun':22 'greek':2 'hous':23 'lumberjack':8 'must':14 'pastri':11 'saga':5 'sens':1 'sumo':17 'taut':4 'wrestler':18"
781,"Seven Swarm","A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin",2006,1,4,"4.99",127,"15.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'berlin':20 'charact':5 'cow':13 'dog':9 'kill':16 'mad':12 'monkey':18 'must':15 'seven':1 'studi':6 'swarm':2 'unbeliev':4"
786,"Shepherd Midsummer","A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon",2006,1,7,"0.99",113,"14.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'baloon':19 'drama':5 'kill':14 'lumberjack':16 'midsumm':2 'must':13 'robot':8 'shepherd':1 'thought':4 'woman':11"
788,"Ship Wonderland","A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback",2006,1,5,"2.99",104,"15.99","R","2013-05-26 14:50:58.951","{Commentaries}","'escap':14 'explor':16 'frisbe':11 'monkey':8 'must':13 'outback':19 'saga':5 'ship':1 'thrill':4 'wonderland':2"
793,"Shrunk Divine","A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon",2006,1,6,"2.99",139,"14.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'baloon':21 'battl':16 'charact':5 'divin':2 'fate':4 'hunter':18 'must':15 'shrunk':1 'studi':6 'technic':12 'waitress':9 'writer':13"
795,"Siege Madre","A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft",2006,1,7,"0.99",111,"23.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'bore':4 'crocodil':11 'frisbe':8 'madr':2 'mine':20 'moos':16 'must':13 'shaft':21 'sieg':1 'tale':5 'vanquish':14"
797,"Silence Kane","A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon",2006,1,7,"0.99",67,"23.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'baloon':21 'confront':15 'dentist':12 'drama':5 'emot':4 'kane':2 'must':14 'silenc':1 'sumo':8,17 'wrestler':9,18"
803,"Slacker Liaisons","A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China",2006,1,7,"4.99",179,"29.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':21 'china':22 'crocodil':19 'fast':5 'fast-pac':4 'liaison':2 'meet':17 'must':16 'pace':6 'shark':11 'slacker':1 'student':14 'tale':7"
